Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Public health initiatives from hospitalized patients with COVID-19, China","Zhao, C.; Xu, Y.; Zhang, X.; Zhong, Y.; Long, L.; Zhan, W.; Xu, T.; Zhan, C.; Chen, Y.; Zhu, J.; Xiao, W.; He, M.","BACKGROUND: Since December 2019, when it first occurred in Wuhan, China, coronavirus disease 2019 (COVID-19) has spread rapidly worldwide via human-to-human transmission. We aimed to describe the epidemiological and demographic features of COVID-19 outside Wuhan. METHODS: A single-center case series of 136 consecutive (from January 16 to February 17, 2020) patients with confirmed COVID-19 hospitalized in The First People's Hospital of Jingzhou, China, was retrospectively analyzed. Outcomes were followed up until February 19, 2020. RESULTS: Of the 136 patients (median age, 49 years; interquartile range [IQR], 33-63 years; range, 0.3-83 years), 91 (67%) had been to Wuhan or contacted persons from Wuhan. Forty-five (33.1%) were familial clusters. The median incubation period was 6 days (IQR: 4-11 days). All children had an exact exposure history, family members with COVID-19, and ""Mild/Moderate"" symptoms at admission. Among the 64 elderly patients, 14 (21.9%) had no exposure history, and 43 (67.2%) had a chronic illness. All 11 (8.1%) ""Severe/very severe"" illness at onset cases and 5 (3.7%) fatal cases were elderly patients. The duration from symptom onset to admission was positively correlated with the duration from symptom onset to endpoint. Overall, patients with a longer incubation period had more severe outcomes. CONCLUSION: As high-risk susceptible groups, strong protection should be implemented for children and the elderly. Universal screening should be performed for people with a clear exposure history, even lacking apparent symptoms. Given the rapid progression of COVID-19, people should be admitted quickly following symptom onset.",2020,Jun 19,J Infect Public Health,,,,32591163,10.1016/j.jiph.2020.06.013,,#1052,Zhao 2020,"",extracted; qa done
Pediatric coronavirus disease 2019 (COVID-19): An insight from west of Iran,"Soltani, J.; Sedighi, I.; Shalchi, Z.; Sami, G.; Moradveisi, B.; Nahidi, S.","OBJECTIVE: To study the clinical, laboratory, and radiological characteristics of the pediatric patients infected with the new emerging 2019 coronavirus virus (SARS-CoV-2) in Hamadan and Sanandaj, west of Iran. METHODS: A descriptive study was conducted in Hamadan and Kurdistan province between March 1 to April 15, 2020. Medical records of the children diagnosed as probable or confirmed cases of COVID-19 disease were extracted and analyzed in this study. We followed the WHO Guideline for the case definition of the patients. RESULTS: Thirty patients admitted to the wards specified for COVID-19 diseases. Nineteen (63%) patients categorized as confirmed by Real-Time Reverse-Transcriptase Polymerase Chain Reaction (RT-PCR) and 11 (37%) patients as probable according to Computed Tomography (CT) findings of the chest. Sixteen (53.3%) cases were female, the youngest patient was one day old, and the oldest patient was 15 years old. 11 (36.7%) cases had a definite history of close contact. The most common symptoms were fever, cough, and dyspnea, and the most common sign was tachypnea. None of our patients presented with a runny nose. Lymphopenia and marked elevation of the C-reactive Protein observed in four (13.3%) and 12 (40%) cases, respectively. There were 10 (33.3%) cases with normal chest X-rays. Ground-Glass Opacities (GGOs) were the most common CT findings (19, 73.1%). All but one of the patients discharged without sequala. An 11-yrs-old girl expired with a fulminant pneumonia. CONCLUSION: COVID-19 is not uncommon in children and could have different presentations. Concomitant use of RT-PCR and chest CT scans in symptomatic cases recommended as a modality of choice to diagnose the disease. Routine laboratory tests, like many other viral infections, may not show significant or specific changes. The superimposed bacterial infection seems not the determinant of clinical outcomes as most patients had a negative evaluation by specific laboratory tests for bacterial infections; got improved dramatically with a short or no antibiotic therapy.",2020,,North Clin Istanb,7,3,284-291,32478302,10.14744/nci.2020.90277,,#1334,Soltani 2020,"",extracted; qa done
A Comparison Between Chinese Children Infected with COVID-19 and with SARS,"Xiong, X.; Chua, G. T.; Chi, S.; Wah Kwan, M. Y.; Sang Wong, W. H.; Zhou, A.; Shek, C. C.; Tung, K. T.; Qin, H.; Wong, R. S.; Li, X.; Chen, P.; Li, S.; Chui, C. S.; Tso, W. W.; Ho, M. H.; Wong, I. C.; Chan, G. C.; Lau, Y. L.; Wong, K. K.; Chung, P. H.; Li, H.; Tam, P. K.; Tang, S. T.; Patrick, Lp","OBJECTIVES: To compare the clinical and laboratory features of severe acute respiratory syndrome 2003 (SARS) and coronavirus disease 2019 (COVID-19) in two Chinese pediatric cohorts, given that the causative pathogens and are biologically similar. , STUDY DESIGN: This is a cross-sectional study reviewing paediatric patients with SARS (n = 43) and COVID-19 (n=244) who were admitted to the Princess Margaret Hospital in Hong Kong and Wuhan Children's Hospital in Wuhan, respectively. Demographics, hospital length of stay, clinical and laboratory features were compared RESULTS: Overall, 97.7% of patients with SARS and 85.2% of patients with COVID-19 had epidemiological associations with known cases. Significantly more patients with SARS developed fever, chills, myalgia, malaise, coryza, sore throat, sputum production, nausea, headache, and dizziness than patients COVID-19. No SARS patients were asymptomatic at the time of admission. 29.1% and 20.9% COVID-19 patients were asymptomatic on admission and throughout their hospital stay, respectively. More SARS patients required oxygen supplementation than COVID-19 patients (18.6 vs. 4.7%, P = 004). Only 1.6% COVID-19 and 2.3% SARS patients required mechanical ventilation. Leukopenia (37.2% vs. 18.6%, p=0.008), lymphopenia (95.4% versus 32.6%, p<0.01), and thrombocytopenia (41.9% vs 3.8%, p<0.001) were significantly more common in SARS than COVID-19 patients. The duration between positive and negative nasopharyngeal aspirate and the length in hospital stay were similar in COVID-19 patients regardless of whether they were asymptomatic or symptomatic, suggesting a similar duration of viral shedding. CONCLUSIONS: Children with COVID-19 were less symptomatic and had more favorable hematological findings than children with SARS.",2020,Jun 18,J Pediatr,,,,32565097,10.1016/j.jpeds.2020.06.041,,#1117,Xiong 2020,"",extracted; qa done
Symptomatic Infection is Associated with Prolonged Duration of Viral Shedding in Mild Coronavirus Disease 2019: A Retrospective Study of 110 Children in Wuhan,"Lu, Y.; Li, Y.; Deng, W.; Liu, M.; He, Y.; Huang, L.; Lv, M.; Li, J.; Du, H.","BACKGROUND: Information regarding viral shedding in children with coronavirus disease 2019 (COVID-19) was limited. This study aims to investigate the clinical and laboratory characteristics associated with viral shedding in children with mild COVID-19. METHODS: The clinical and laboratory information of 110 children with COVID-19 at Wuhan Children's Hospital, Wuhan, China, from January 30 to March 10, 2020, were analyzed retrospectively. RESULTS: The median age was 6 years old. The median period of viral shedding of COVID-19 was 15 days (interquartile range [IQR], 11-20 days) as measured from illness onset to discharge. This period was shorter in asymptomatic patients (26.4%) compared with symptomatic patients (73.6%) (11 days vs. 17 days). Multivariable regression analysis showed increased odds of symptomatic infection was associated with age <6 years (odds ratio [OR] 8.94, 95% confidence interval [CI]: 2.55-31.35; P = 0.001), hypersensitive C-reactive protein >3.0 mg/L (OR 4.89; 95% CI: 1.10-21.75; P = 0.037) and presenting pneumonia in chest radiologic findings (OR 8.45; 95% CI: 2.69-26.61; P < 0.001). Kaplan-Meier analysis displayed symptomatic infection (P < 0.001), fever (P = 0.006), pneumonia (P = 0.003) and lymphocyte counts <2.0 × 10/L (P = 0.008) in children with COVID-19 were associated with prolonged duration of viral shedding in children with COVID-19. CONCLUSION: Prolonged duration of viral shedding in children with COVID-19 was associated with symptomatic infection, fever, pneumonia and lymphocyte count less than 2.0 × 10/L. Monitoring of symptoms could help to know the viral shedding in children with COVID-19.",2020,Jul,Pediatr Infect Dis J,39,7,e95-e99,32379191,10.1097/inf.0000000000002729,,#2099,Lu 2020,"",extracted; qa done
Symptomatic Infants have Higher Nasopharyngeal SARS-CoV-2 Viral Loads but Less Severe Disease than Older Children,"Zachariah, P.; Halabi, K. C.; Johnson, C. L.; Whitter, S.; Sepulveda, J.; Green, D. A.",,2020,May 20,Clin Infect Dis,,,,32433729,10.1093/cid/ciaa608,,#1083,Zachariah 2020,"",extracted; qa done
Characteristics and Outcomes of Children With Coronavirus Disease 2019 (COVID-19) Infection Admitted to US and Canadian Pediatric Intensive Care Units,"Shekerdemian, L. S.; Mahmood, N. R.; Wolfe, K. K.; Riggs, B. J.; Ross, C. E.; McKiernan, C. A.; Heidemann, S. M.; Kleinman, L. C.; Sen, A. I.; Hall, M. W.; Priestley, M. A.; McGuire, J. K.; Boukas, K.; Sharron, M. P.; Burns, J. P.","IMPORTANCE: The recent and ongoing coronavirus disease 2019 (COVID-19) pandemic has taken an unprecedented toll on adults critically ill with COVID-19 infection. While there is evidence that the burden of COVID-19 infection in hospitalized children is lesser than in their adult counterparts, to date, there are only limited reports describing COVID-19 in pediatric intensive care units (PICUs). OBJECTIVE: To provide an early description and characterization of COVID-19 infection in North American PICUs, focusing on mode of presentation, presence of comorbidities, severity of disease, therapeutic interventions, clinical trajectory, and early outcomes. DESIGN, SETTING, AND PARTICIPANTS: This cross-sectional study included children positive for COVID-19 admitted to 46 North American PICUs between March 14 and April 3, 2020. with follow-up to April 10, 2020. MAIN OUTCOMES AND MEASURES: Prehospital characteristics, clinical trajectory, and hospital outcomes of children admitted to PICUs with confirmed COVID-19 infection. RESULTS: Of the 48 children with COVID-19 admitted to participating PICUs, 25 (52%) were male, and the median (range) age was 13 (4.2-16.6) years. Forty patients (83%) had significant preexisting comorbidities; 35 (73%) presented with respiratory symptoms and 18 (38%) required invasive ventilation. Eleven patients (23%) had failure of 2 or more organ systems. Extracorporeal membrane oxygenation was required for 1 patient (2%). Targeted therapies were used in 28 patients (61%), with hydroxychloroquine being the most commonly used agent either alone (11 patients) or in combination (10 patients). At the completion of the follow-up period, 2 patients (4%) had died and 15 (31%) were still hospitalized, with 3 still requiring ventilatory support and 1 receiving extracorporeal membrane oxygenation. The median (range) PICU and hospital lengths of stay for those who had been discharged were 5 (3-9) days and 7 (4-13) days, respectively. CONCLUSIONS AND RELEVANCE: This early report describes the burden of COVID-19 infection in North American PICUs and confirms that severe illness in children is significant but far less frequent than in adults. Prehospital comorbidities appear to be an important factor in children. These preliminary observations provide an important platform for larger and more extensive studies of children with COVID-19 infection.",2020,May 11,JAMA Pediatr,,,,32392288,10.1001/jamapediatrics.2020.1948,,#1399,Shekerdemian 2020,"",extracted; qa done
Olfactory and Gustatory Dysfunction as an Early Identifier of COVID-19 in Adults and Children: An International Multicenter Study,"Qiu, C.; Cui, C.; Hautefort, C.; Haehner, A.; Zhao, J.; Yao, Q.; Zeng, H.; Nisenbaum, E. J.; Liu, L.; Zhao, Y.; Zhang, D.; Levine, C. G.; Cejas, I.; Dai, Q.; Zeng, M.; Herman, P.; Jourdaine, C.; de With, K.; Draf, J.; Chen, B.; Jayaweera, D. T.; Denneny, J. C., 3rd; Casiano, R.; Yu, H.; Eshraghi, A. A.; Hummel, T.; Liu, X.; Shu, Y.; Lu, H.","OBJECTIVE: To evaluate the prevalence and characteristics of olfactory or gustatory dysfunction in coronavirus disease 2019 (COVID-19) patients. STUDY DESIGN: Multicenter case series. SETTING: Five tertiary care hospitals (3 in China, 1 in France, 1 in Germany). SUBJECTS AND METHODS: In total, 394 polymerase chain reaction (PCR)-confirmed COVID-19-positive patients were screened, and those with olfactory or gustatory dysfunction were included. Data including demographics, COVID-19 severity, patient outcome, and the incidence and degree of olfactory and/or gustatory dysfunction were collected and analyzed. The Questionnaire of Olfactory Disorders (QOD) and visual analog scale (VAS) were used to quantify olfactory and gustatory dysfunction, respectively. All subjects at 1 hospital (Shanghai) without subjective olfactory complaints underwent objective testing. RESULTS: Of 394 screened subjects, 161 (41%) reported olfactory and/or gustatory dysfunction and were included. Incidence of olfactory and/or gustatory disorders in Chinese (n = 239), German (n = 39), and French (n = 116) cohorts was 32%, 69%, and 49%, respectively. The median age of included subjects was 39 years, 92 of 161 (57%) were male, and 10 of 161 (6%) were children. Of included subjects, 10% had only olfactory or gustatory symptoms, and 19% had olfactory and/or gustatory complaints prior to any other COVID-19 symptom. Of subjects with objective olfactory testing, 10 of 90 demonstrated abnormal chemosensory function despite reporting normal subjective olfaction. Forty-three percent (44/102) of subjects with follow-up showed symptomatic improvement in olfaction or gustation. CONCLUSIONS: Olfactory and/or gustatory disorders may represent early or isolated symptoms of severe acute respiratory syndrome coronavirus 2 infection. They may serve as a useful additional screening criterion, particularly for the identification of patients in the early stages of infection.",2020,Jun 16,Otolaryngol Head Neck Surg,,,194599820934376,32539586,10.1177/0194599820934376,,#1808,Qiu 2020,"",extracted; qa done
Ethnicity and COVID-19 in children with comorbidities,"Harman, K.; Verma, A.; Cook, J.; Radia, T.; Zuckerman, M.; Deep, A.; Dhawan, A.; Gupta, A.",,2020,Jul,Lancet Child Adolesc Health,4,7,e24-e25,32473663,10.1016/s2352-4642(20)30167-x,,#2406,Harman 2020,"",extracted; qa done
"SARS-CoV-2 infection in infants under 1 year of age in Wuhan City, China","Sun, D.; Chen, X.; Li, H.; Lu, X. X.; Xiao, H.; Zhang, F. R.; Liu, Z. S.","BACKGROUND: The clinical characteristics and outcome of COVID-19 in children are different from those in adults. We aimed to describe the characteristics of infants under 1 year of age (excluding newborns) with COVID-19. METHODS: We retrospectively retrieved data of 36 infants with SARS-CoV-2 infection in Wuhan Children's Hospital from January 26 to March 22, 2020. Clinical features, chest imaging findings, laboratory tests results, treatments and clinical outcomes were analyzed. RESULTS: The mean age of the infected infants was 6.43 months, with a range of 2-12 months. 61.11% of the patients were males and 38.89% females. 86.11% of the infants were infected due to family clustering. Cough (77.78%) and fever (47.22%) were the most common clinical manifestations. Chest CT scan revealed 61.11% bilateral pneumonia and 36.11% unilateral pneumonia. 47.22% of the infants developed complications. Increased leucocytes, neutrophils, lymphocytes, and thrombocytes were observed in 11.11, 8.33, 36.11 and 44.44% of infants, respectively. Decreased leucocytes, neutrophils, thrombocyte and hemoglobin were observed in 8.33, 19.44, 2.78 and 36.11% of infants, respectively. Increased C-reactive protein, procalcitonin, lactate dehydrogenase, alanine aminotransferase, creatine kinase and D-dimer were observed in 19.44, 67.74, 47.22, 19.44, 22.22 and 20.69% of infants, respectively. Only one infant had a high level of creatinine. Co-infections with other respiratory pathogens were observed in 62.86% of infants. CD3 (20.69%), CD4 (68.97%), CD19 (31.03%) and Th/Ts (44.83%) were elevated; CD8 (6.9%) and CD16+CD56 (48.28%) was reduced. IL-4 (7.69%), IL-6 (19.23%), IL-10 (50%), TNF-α (11.54%) and IFN-γ (19.23%) were elevated. Up to March 22, 97.22% of infants recovered, while a critical ill infant died. When the infant's condition deteriorates rapidly, lymphocytopenia was discovered. Meanwhile, C-reactive protein, D-dimer, alanine aminotransferase, creatine kinase, creatinine, IL-6 and IL-10 increased significantly. CONCLUSIONS: In the cohort, we discovered that lymphocytosis, elevated CD4 and IL-10, and co-infections were common in infants with COVID-19, which were different from adults with COVID-19. Most infants with COVID-19 have mild clinical symptoms and good prognosis.",2020,Jun,World J Pediatr,16,3,260-266,32504360,10.1007/s12519-020-00368-y,,#1304,Sun 2020,"",extracted; qa done
"Characteristics of Hospitalized Pediatric COVID-19 Cases - Chicago, Illinois, March - April 2020","Mannheim, J.; Gretsch, S.; Layden, J. E.; Fricchione, M. J.","BACKGROUND: To date, no report on COVID-19 pediatric patients in a large urban center with data on underlying comorbidities and co-infection for hospitalized cases has been published. METHODS: Case series of Chicago COVID-19 patients aged 0-17 years reported to Chicago Department of Public Health (CDPH) from 3/5/20-4/8/20. Enhanced case investigation performed. Chi-square and Wilcoxon two-sample tests to compare characteristics among hospitalized and non-hospitalized cases. RESULTS: During March 5-April 8, 2020, 6369 lab-confirmed cases of COVID-19 were reported to CDPH; 64 (1.0%) were among children 0-17 years. Ten patients (16%) were hospitalized, seven (70%) required intensive care (ICU); median length of hospitalization 4 days (range: 1-14). Reported fever and dyspnea were significantly higher in hospitalized patients compared to non-hospitalized patients (9/10 vs. 28/54, p = 0.04 and 7/10 vs. 10/54, p = 0.002, respectively). Hospitalized patients were significantly younger than non-hospitalized patients (median, 3.5 years vs. 12 years; p = 0.03) and all either had an underlying comorbidity or co-infection. Among the 34 unique households with multiple laboratory-confirmed infections, median number of laboratory-confirmed infections was 2 (range: 2-5), and 31 (91%) households had at least one COVID-19 infected adult. For 15 households with available data to assess transmission, 11 (73%) were adult-to-child, 2 (13%) child-to-child, and 2 (13%) child-to-adult. CONCLUSIONS: Enhanced case investigation of hospitalized patients revealed that underlying comorbidities and co-infection might have contributed to severe disease. Given frequency of household transmission, healthcare providers should consider alternative dispositional planning for affected families of children living with comorbidities.",2020,Jun 1,J Pediatric Infect Dis Soc,,,,32479632,10.1093/jpids/piaa070,,#1725,Mannheim 2020,"",extracted; qa done
Viral loads in throat and anal swabs in children infected with SARS-CoV-2,"Yuan, C.; Zhu, H.; Yang, Y.; Cai, X.; Xiang, F.; Wu, H.; Yao, C.; Xiang, Y.; Xiao, H.","Real-time reverse transcriptase-polymerase chain reaction (RT-PCR) assay on anal swabs was recently reported to be persistently positive even after throat testing was negative during severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. However, data about the consistent performance of RT-PCR assay on throat and anal swabs remain limited in paediatric patients. Here, we retrospectively reviewed RT-PCR-testing results of 212 paediatric patients with suspected SARS-CoV-2 infection at Wuhan Children's Hospital. The diagnostic potential of these two types of specimens showed significant difference (positive rate: 78.2% on throat swabs vs. 52.6% on anal swabs, McNemar Test P = 0.0091) and exhibited a weak positive consistency (Kappa value was 0.311, P < 0.0001) in paediatric patients. Furthermore, viral loads detected on both throat and anal swabs also showed no significant difference (P = 0.9511) and correlation (Pearson r = 0.0434, P = 0.8406), and exhibited an inconsistent kinetic change through the course of SARS-CoV-2 infection. Besides, viral loads in the throat and anal swabs were correlated with different types of immune states, immune-reactive phase, and the resolution phase/immunologic tolerance, respectively. These findings revealed that RT-PCR-testing on throat and anal swabs showed significant difference for monitoring SARS-CoV-2 infection and correlated with different immune state in paediatric patients.",2020,Dec,Emerg Microbes Infect,9,1,1233-1237,32419639,10.1080/22221751.2020.1771219,,#1344,Yuan 2020,"",extracted; qa done
SARS-CoV-2 testing and outcomes in the first 30 days after the first case of COVID-19 at an Australian children's hospital,"Ibrahim, L. F.; Tosif, S.; McNab, S.; Hall, S.; Lee, H. J.; Lewena, S.; Daley, A. J.; Crawford, N. W.; Steer, A. C.; Bryant, P. A.; Babl, F. E.","OBJECTIVE: International studies describing COVID-19 in children have shown low proportions of paediatric cases and generally a mild clinical course. We aimed to present early data on children tested for SARS-CoV-2 at a large Australian tertiary children's hospital according to the state health department guidelines, which varied over time. METHODS: We conducted a retrospective cohort study at The Royal Children's Hospital, Melbourne, Australia. It included all paediatric patients (aged 0-18 years) who presented to the ED or the Respiratory Infection Clinic (RIC) and were tested for SARS-CoV-2. The 30-day study period commenced after the first confirmed positive case was detected at the hospital on 21 March 2020, until 19 April 2020. We recorded epidemiological and clinical data. RESULTS: There were 433 patients in whom SARS-CoV-2 testing was performed in ED (331 [76%]) or RIC (102 [24%]). There were four (0.9%) who had positive SARS-CoV-2 detected, none of whom were admitted to hospital or developed severe disease. Of these SARS-CoV-2 positive patients, 1/4 (25%) had a comorbidity, which was asthma. Of the SARS-CoV-2 negative patients, 196/429 (46%) had comorbidities. Risk factors for COVID-19 were identified in 4/4 SARS-CoV-2 positive patients and 47/429 (11%) SARS-CoV-2 negative patients. CONCLUSION: Our study identified a very low rate of SARS-CoV-2 positive cases in children presenting to a tertiary ED or RIC, none of whom were admitted to hospital. A high proportion of patients who were SARS-CoV-2 negative had comorbidities.",2020,May 10,Emerg Med Australas,,,,32390285,10.1111/1742-6723.13550,,#2054,Ibrahim 2020,"",extracted; qa done
Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study,"Docherty, A. B.; Harrison, E. M.; Green, C. A.; Hardwick, H. E.; Pius, R.; Norman, L.; Holden, K. A.; Read, J. M.; Dondelinger, F.; Carson, G.; Merson, L.; Lee, J.; Plotkin, D.; Sigfrid, L.; Halpin, S.; Jackson, C.; Gamble, C.; Horby, P. W.; Nguyen-Van-Tam, J. S.; Ho, A.; Russell, C. D.; Dunning, J.; Openshaw, P. J.; Baillie, J. K.; Semple, M. G.","OBJECTIVE: To characterise the clinical features of patients admitted to hospital with coronavirus disease 2019 (covid-19) in the United Kingdom during the growth phase of the first wave of this outbreak who were enrolled in the International Severe Acute Respiratory and emerging Infections Consortium (ISARIC) World Health Organization (WHO) Clinical Characterisation Protocol UK (CCP-UK) study, and to explore risk factors associated with mortality in hospital. DESIGN: Prospective observational cohort study with rapid data gathering and near real time analysis. SETTING: 208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020. A case report form developed by ISARIC and WHO was used to collect clinical data. A minimal follow-up time of two weeks (to 3 May 2020) allowed most patients to complete their hospital admission. PARTICIPANTS: 20 133 hospital inpatients with covid-19. MAIN OUTCOME MEASURES: Admission to critical care (high dependency unit or intensive care unit) and mortality in hospital. RESULTS: The median age of patients admitted to hospital with covid-19, or with a diagnosis of covid-19 made in hospital, was 73 years (interquartile range 58-82, range 0-104). More men were admitted than women (men 60%, n=12 068; women 40%, n=8065). The median duration of symptoms before admission was 4 days (interquartile range 1-8). The commonest comorbidities were chronic cardiac disease (31%, 5469/17 702), uncomplicated diabetes (21%, 3650/17 599), non-asthmatic chronic pulmonary disease (18%, 3128/17 634), and chronic kidney disease (16%, 2830/17 506); 23% (4161/18 525) had no reported major comorbidity. Overall, 41% (8199/20 133) of patients were discharged alive, 26% (5165/20 133) died, and 34% (6769/20 133) continued to receive care at the reporting date. 17% (3001/18 183) required admission to high dependency or intensive care units; of these, 28% (826/3001) were discharged alive, 32% (958/3001) died, and 41% (1217/3001) continued to receive care at the reporting date. Of those receiving mechanical ventilation, 17% (276/1658) were discharged alive, 37% (618/1658) died, and 46% (764/1658) remained in hospital. Increasing age, male sex, and comorbidities including chronic cardiac disease, non-asthmatic chronic pulmonary disease, chronic kidney disease, liver disease and obesity were associated with higher mortality in hospital. CONCLUSIONS: ISARIC WHO CCP-UK is a large prospective cohort study of patients in hospital with covid-19. The study continues to enrol at the time of this report. In study participants, mortality was high, independent risk factors were increasing age, male sex, and chronic comorbidity, including obesity. This study has shown the importance of pandemic preparedness and the need to maintain readiness to launch research studies in response to outbreaks. STUDY REGISTRATION: ISRCTN66726260.",2020,May 22,Bmj,369,,m1985,32444460,10.1136/bmj.m1985,,#2626,Docherty 2020,"",extracted; qa done
Novel coronavirus 2019 transmission risk in educational settings,"Yung, C. F.; Kam, K. Q.; Nadua, K. D.; Chong, C. Y.; Tan, N. W. H.; Li, J.; Lee, K. P.; Chan, Y. H.; Thoon, K. C.; Chong Ng, K.",Transmission risk of SARS-CoV-2 in schools is unknown. Our investigations especially in pre-schools could not detect SARS-CoV-2 transmission despite screening of symptomatic and asymptomatic children. The data suggests that children are not the primary drivers of SARS-CoV-2 transmission in schools and could help inform exit strategies for lifting of lockdowns.,2020,Jun 25,Clin Infect Dis,,,,32584975,10.1093/cid/ciaa794,,#1086,Yung 2020,"",extracted; qa done
Paediatric COVID-19 admissions in a region with open schools during the two first months of the pandemic,"Hildenwall, H.; Luthander, J.; Rhedin, S.; Hertting, O.; Olsson-Åkefeldt, S.; Melén, E.; Alfvén, T.; Herlenius, E.; Ryd Rinder, M.","According to the United Nations Educational, Science and Cultural Organization, 194 countries had implemented country-wide school closures by April 1(st) 2020 in an effort to combat the COVID-19 pandemic. It's estimated that those closures affected 91.3% of students across the globe. However, Sweden adopted a different approach to the strict lockdowns imposed elsewhere and day care centres and schools for children up to 15 years of age remained open. The strategy decision to shift schools to distance learning only for children aged 16 years and older was influenced by multiple factors, including the potential impact on school closures on the availability of the healthcare work force, the increasing evidence of mainly mild infections among children and the potential negative consequences of school closures for younger children.",2020,Jun 21,Acta Paediatr,,,,32567145,10.1111/apa.15432,,#2381,Hildenwall 2020,"",extracted; qa done
Epidemiological features and viral shedding in children with SARS-CoV-2 infection,"Hua, C. Z.; Miao, Z. P.; Zheng, J. S.; Huang, Q.; Sun, Q. F.; Lu, H. P.; Su, F. F.; Wang, W. H.; Huang, L. P.; Xu, Z. W.; Ji, L. D.; Zhang, H. P.; Yang, X. W.; Li, M. H.; Mao, Y. Y.; Ying, M. Z.; Ye, S.; Shu, Q.; Chen, E. F.; Liang, J. F.; Wang, W.; Chen, Z. M.; Li, W.; Fu, J. F.","BACKGROUND: A pandemic of SARS-CoV-2 infection broke out all over the world, however, epidemiological data and viral shedding in pediatric patients are limited. METHODS: We conducted a retrospective, multi-center study, and followed up with all children from the families with SARS-CoV-2 infected members in Zhejiang Province, China. All infections were confirmed by testing the SARS-CoV-2 RNA with RT-PCR method, and epidemiological data between children and adults in the same families was compared. Effect of antiviral therapy was evaluated observationally and fecal viral excretion times among groups with different antiviral regiments were compared with Kaplan Meier plot. RESULTS: By February 29, 2020, 1298 cases from 883 families were confirmed with SARS-CoV-2 infection and 314 of which were families with children. Incidence of infection in child close contacts was significantly lower than that in adult contacts (13.2% vs 21.2%). The mean age of 43 pediatric cases was 8.2 years and mean incubation period was 9.1 days. Forty (93.0%) were family clustering. Thirty-three children had COVID-19 (20 pneumonia) with mild symptoms and 10 were asymptomatic. Fecal SARS-CoV-2 RNA detection was positive in 91.4% (32/35) cases and some children had viral excretion time over 70 days. Viral clearance time was not different among the groups treated with different antiviral regiments. No subsequent infection was observed in family contacts of fecal-viral-excreting children. CONCLUSION: Children have lower susceptibility of SARS-CoV-2 infection, longer incubation and fecal viral excretion time. Positive results of fecal SARS-CoV-2 RNA detection were not used as indication for hospitalization or quarantine. This article is protected by copyright. All rights reserved.",2020,Jun 15,J Med Virol,,,,32542750,10.1002/jmv.26180,,#2365,Hua 2020,"",extracted; qa done
